filename	imageID	brightness_median	brightness_stdev	saturation_median	saturation_stdev	hue_median	hue_stdev
3314.png	502	173	48.3518	58	52.2447	25	48.5024
3317.png	503	137	58.9182	90	77.44	26	42.5253
3319.png	504	161	65.4063	54	65.5967	32	61.0352
3322.png	505	161	65.0025	54	64.7605	31	60.5998
3324.png	506	173	45.2695	53	46.6318	28	48.9605
3332.png	507	150	65.1979	67	67.2497	35	68.162
3339.png	508	140	55.9456	56	81.2078	28	53.0816
3342.png	509	110	66.1967	150	85.1323	29	61.0946
3344.png	510	164	44.871	57	52.6736	27	47.9382
3346.png	511	161	45.5322	57	52.9931	27	48.8685
3348.png	512	161	45.626	57	52.9082	27	47.8496
3351.png	513	161	45.7193	57	52.7384	27	46.7331
3354.png	514	161	45.5745	57	53.0494	27	47.4998
3356.png	515	161	45.8733	57	53.2241	27	46.2494
3358.png	516	161	45.7387	58	52.6864	27	45.2754
3365.png	517	160	46.251	57	53.5975	27	45.8768
3368.png	518	162	44.8851	57	53.4027	26	41.0656
337.png	519	146	40.0324	44	51.6301	49	32.87
3371.png	520	164	44.4674	57	54.1404	26	40.55
3378.png	521	168	64.4667	94	77.012	27	46.8757
3384.png	522	153	47.1576	56	52.3602	26	40.1995
3387.png	523	154	48.4757	57	53.5233	26	44.8619
3389.png	524	154	48.919	58	53.5034	26	46.1866
339.png	525	150	40.1995	44	45.7602	49	29.627
3392.png	526	153	48.784	58	54.0019	26	46.7481
3395.png	527	153	48.3715	59	53.5799	26	46.0339
3397.png	528	158	50.9798	63	55.9155	27	46.0421
340.png	529	148	40.4642	44	47.3942	49	29.1013
3400.png	530	155	51.5768	60	55.3171	26	43.9169
3403.png	531	153	49.639	60	54.3319	27	45.6714
3406.png	532	148	45.9619	58	53.9294	25	28.8347
3409.png	533	157	47.5924	55	53.68	26	37.4056
3412.png	534	124	59.0136	97	71.5651	28	50.5932
3417.png	535	129	58.2827	97	68.9249	28	50.2836
3438.png	536	151	70.9874	68	71.6248	35	59.9392
3441.png	537	139	68.736	66	70.1371	36	61.1712
3458.png	538	119	46.4781	127	59.8227	28	52.9794
3460.png	539	116	51.9275	111	59.2863	34	57.4589
3465.png	540	81	56.3072	94	57.8347	58	62.8223
3467.png	541	88	55.3759	89	58.9595	99	60.6709
3470.png	542	123	48.2502	108	66.0669	33	52.9595
35.png	543	48	45.7443	105	51.257	31	73.2159
3546.png	544	12	28.7413	255	17.1332	0	22.5861
3548.png	545	12	28.5012	255	16.5824	0	19.8688
3550.png	546	8	43.5801	255	26.8905	0	31.665
3551.png	547	8	43.6662	255	26.2455	0	30.6887
3557.png	548	4	40.181	255	24.8385	0	25.1455
3563.png	549	4	36.3924	255	25.8234	0	23.0277
3565.png	550	8	34.5587	255	21.0159	0	31.367
3568.png	551	4	41.5205	255	17.8009	0	24.7545
3570.png	552	6	44.2556	255	19.8591	0	26.5436
3573.png	553	3	41.7683	255	111.6937	3	37.333
3576.png	554	6	36.0183	255	78.8296	14	39.6003
3577.png	555	2	41.7119	255	113.2902	3	35.1849
3579.png	556	4	43.6288	255	19.2455	0	28.4905
3582.png	557	1	40.6488	255	101.9404	18	46.1761
3585.png	558	1	45.5786	255	92.5244	18	41.3438
3587.png	559	6	39.4482	255	21.5258	0	29.8999
3589.png	560	4	45.812	255	22.8597	0	28.0584
3591.png	561	4	43.8062	255	21.3122	0	29.2812
3593.png	562	28	36.9039	243	80.5233	19	33.5039
3595.png	563	30	31.3572	255	35.0247	17	8.4015
3598.png	564	10	35.9642	255	90.3909	8	33.1885
3601.png	565	28	43.1521	255	110.7046	11	24.2717
3603.png	566	23	49.0952	250	113.3205	10	25.1885
3606.png	567	11	50.0156	246	114.3498	5	30.6975
3608.png	568	16	51.7815	248	109.5498	10	27.0611
3615.png	569	11	33.448	255	55.194	2	31.5361
3616.png	570	11	31.6909	255	66.604	0	23.1653
3619.png	571	26	57.1038	255	41.1524	6	33.8683
3622.png	572	1	44.3131	243	117.933	0	47.5387
3625.png	573	1	38.7968	249	117.6539	0	47.9105
3626.png	574	1	45.2042	239	117.5679	0	50.9886
3629.png	575	1	43.0216	244	117.2498	0	47.5763
3630.png	576	2	41.1442	245	112.8375	0	42.0338
366.png	577	72	46.7214	160	53.1268	17	4.3315
368.png	578	97	50.8446	185	63.099	16	24.509
37.png	579	48	44.3058	104	52.4837	32	70.4189
3704.png	580	95	74.1556	149	44.5138	22	86.5226
372.png	581	51	43.0701	233	47.4584	17	5.1409
373.png	582	69	47.8337	193	42.9128	18	5.2902
3775.png	583	115	44.5386	120	50.0531	26	44.9271
3777.png	584	104	47.7973	111	43.7237	26	52.0621
3779.png	585	129	44.1938	58	31.2118	29	46.7116
3782.png	586	119	45.4489	43	23.1928	30	49.1667
3784.png	587	160	43.0159	40	34.3629	29	48.7155
3786.png	588	158	38.461	35	43.2068	32	61.2792
379.png	589	65	49.2684	220	49.8111	18	4.1231
3807.png	590	132	46.6388	81	66.4849	27	45.1952
3809.png	591	130	46.9094	71	61.8985	27	32.7173
381.png	592	60	40.0188	234	44.7814	17	3.0695
3812.png	593	126	44.8632	62	59.3091	28	29.6537
3815.png	594	126	46.9003	65	60.543	28	25.3002
3816.png	595	126	46.0054	63	61.3579	28	31.2463
3818.png	596	129	46.1242	70	62.6713	27	34.9188
3821.png	597	126	46.3501	65	59.9852	27	24.6573
3824.png	598	127	45.9154	65	59.4218	27	22.3038
3826.png	599	129	46.1466	67	60.664	27	26.5941
384.png	600	98	44.3819	175	58.6897	18	31.0589
3844.png	601	155	50.8907	131	43.9357	22	46.2977
3846.png	602	164	41.2307	120	49.1904	27	30.5209
3848.png	603	147	49.6225	141	47.9028	25	45.4993
386.png	604	80	37.6624	194	54.2849	18	37.455
3864.png	605	89	46.4671	135	40.9525	21	62.7881
3868.png	606	152	60.3499	126	49.2966	21	26.1343
388.png	607	55	43.5931	255	39.6985	18	3.7135
3897.png	608	115	62.9568	118	43.6608	23	82.8539
390.png	609	134	37.1987	255	23.6301	15	2.1837
392.png	610	91	45.2797	186	58.1717	19	11.3139
395.png	611	96	48.8088	180	58.8961	18	8.7965
3954.png	612	160	43.9599	117	42.7059	26	32.6887
3966.png	613	136	51.4853	131	44.4825	24	59.1164
3968.png	614	132	51.7228	127	42.8399	24	60.9436
3972.png	615	134	47.5581	116	44.0947	24	30.8754
398.png	616	58	51.4704	191	59.4103	17	65.0802
40.png	617	52	41.7524	106	48.4298	31	66.1969
4005.png	618	0	0.3897	0	97.7037	0	35.4593
4007.png	619	147	40.1839	192	30.193	25	6.6451
4009.png	620	147	39.9602	191	31.7408	25	7.8157
401.png	621	95	49.0509	170	63.3377	18	16.6729
4011.png	622	65	47.7579	255	12.2065	23	8.1482
4013.png	623	107	69.6196	252	14.9266	25	17.0166
4017.png	624	83	58.7456	153	53.5091	21	66.9438
4020.png	625	95	64.5766	153	52.3137	22	62.8776
4022.png	626	94	64.2563	153	53.0812	21	64.5593
4025.png	627	87	59.2716	156	55.179	21	60.8657
4027.png	628	93	64.9661	154	53.1293	22	63.9787
4029.png	629	94	64.5511	155	53.3716	21	61.7682
403.png	630	113	82.8532	145	64.0604	17	67.9353
4033.png	631	90	60.4074	153	54.3491	21	64.4743
4035.png	632	96	64.1513	155	53.6311	21	65.0948
4036.png	633	97	64.3639	153	53.5476	21	62.932
4039.png	634	96	63.3989	154	54.1658	21	57.5881
4041.png	635	100	63.9247	153	54.277	22	57.3022
4044.png	636	93	64.6534	163	54.8232	22	61.3937
4045.png	637	98	64.5909	182	52.4859	22	62.5658
4048.png	638	97	63.5544	172	54.4723	22	66.0375
405.png	639	107	82.2869	150	62.6739	17	68.7737
4050.png	640	95	60.1774	167	54.2792	22	58.3294
4052.png	641	86	63.5501	140	55.7872	22	64.1072
4055.png	642	82	60.8113	150	56.8888	21	62.9174
4057.png	643	87	62.0721	153	57.4451	21	57.9086
4060.png	644	91	65.5133	145	56.5059	22	65.972
4062.png	645	82	66.1695	159	56.2934	22	70.7174
4064.png	646	88	66.3904	159	57.0032	22	65.4749
4066.png	647	87	64.1765	141	55.8176	22	65.5909
4070.png	648	87	63.5543	137	55.7944	22	66.375
4073.png	649	94	62.2697	160	53.3527	21	67.672
4074.png	650	76	60.4174	129	55.6834	21	64.6095
4078.png	651	66	60.1381	179	47.65	23	61.1123
408.png	652	108	82.1666	151	63.453	17	68.4832
4080.png	653	67	60.0441	178	47.4078	22	63.1505
4083.png	654	66	60.2042	178	47.5387	23	63.8539
4085.png	655	67	59.5918	178	48.6001	23	58.4801
4088.png	656	65	59.643	175	48.9728	23	65.4604
4093.png	657	65	59.8075	178	48.7265	23	63.5467
4096.png	658	68	60.5239	172	48.3653	22	48.1061
4099.png	659	67	59.8664	178	48.6515	23	58.5128
4102.png	660	67	59.8465	178	48.8696	23	58.5442
4107.png	661	68	59.7516	179	49.1108	23	55.6158
411.png	662	107	50.105	169	60.611	18	14.0253
4110.png	663	66	60.7049	182	48.8419	22	56.0861
4113.png	664	68	60.4139	179	48.8788	23	58.02
4115.png	665	75	56.3004	170	47.598	23	55.085
4119.png	666	75	56.3742	170	47.6811	23	55.6533
4121.png	667	74	56.4842	170	47.853	23	55.7358
4125.png	668	74	56.6937	168	47.9094	23	55.2955
4127.png	669	74	56.5056	168	47.8721	23	55.5668
413.png	670	103	51.5804	168	62.8645	19	13.301
4131.png	671	74	56.1502	170	47.8248	23	58.799
4135.png	672	72	56.2349	170	47.2771	23	63.2719
4137.png	673	72	55.9924	170	47.1718	23	64.383
4141.png	674	72	56.1744	170	47.5231	23	62.8705
4146.png	675	70	56.1967	170	46.8402	23	65.4735
4155.png	676	61	59.223	191	46.4089	21	68.1578
4158.png	677	86	62.7047	188	46.2698	20	58.4545
4160.png	678	80	61.8617	190	45.9379	20	59.7954
4162.png	679	81	61.7972	189	46.2704	21	56.7398
4164.png	680	77	60.9742	190	46.7282	21	57.4576
4167.png	681	77	61.0297	191	46.5202	21	52.8288
417.png	682	53	48.2083	181	60.3218	16	83.0974
4171.png	683	118	54.2403	191	43.8468	24	59.3731
4174.png	684	118	54.3936	190	43.0236	24	58.8895
4176.png	685	120	55.8269	187	43.6472	24	62.9446
4178.png	686	118	55.9347	185	43.6378	24	63.8866
4181.png	687	115	56.5994	185	44.5115	24	67.9645
4186.png	688	122	56.1815	189	43.6449	24	60.5019
4189.png	689	95	56.5731	187	40.5591	20	64.9325
4191.png	690	94	57.5222	183	40.8405	21	70.0125
4194.png	691	93	57.6922	183	40.5523	21	70.6058
4195.png	692	94	57.7896	183	40.5713	21	70.1543
4199.png	693	93	58.5262	180	40.9787	20	69.369
420.png	694	107	47.7418	171	59.7459	18	11.6761
4202.png	695	94	59.0152	179	41.4148	21	68.28
4205.png	696	93	58.4091	180	40.8283	20	69.6473
4208.png	697	91	58.8005	180	41.2151	20	69.2846
4210.png	698	93	59.3659	177	40.1777	20	73.3509
4213.png	699	89	59.817	176	40.5295	21	74.4222
4216.png	700	88	57.9736	176	40.8812	20	70.2127
4219.png	701	88	57.9293	176	40.4902	20	67.0799
422.png	702	63	52.2598	160	60.373	17	81.2238
4223.png	703	47	56.5512	110	55.0952	24	55.0968
4224.png	704	47	56.0768	111	54.4545	24	56.5452
4229.png	705	69	62.9652	115	55.5655	23	58.8347
4231.png	706	62	55.3069	105	57.9534	26	50.425
4233.png	707	61	54.8311	103	57.952	26	48.8892
4236.png	708	60	54.2015	103	56.8522	26	53.2686
4238.png	709	49	59.5913	113	51.3005	24	59.9829
4241.png	710	61	61.3186	120	56.4016	23	53.2123
4244.png	711	58	56.2057	104	54.9641	25	50.8955
4247.png	712	52	59.5592	115	53.9285	23	57.3569
4250.png	713	51	58.548	115	53.2262	23	61.3328
4253.png	714	60	62.3029	119	57.3404	23	56.4179
4256.png	715	39	61.4413	106	56.4523	23	62.848
4259.png	716	45	59.6524	116	56.7412	23	63.4437
426.png	717	68	50.7264	164	58.6969	17	77.2689
4261.png	718	42	60.2971	113	55.6564	23	63.1794
4265.png	719	42	58.6923	114	56.3354	23	62.5244
4268.png	720	42	58.2544	113	55.8721	23	67.3554
4271.png	721	38	56.6458	113	55.1177	22	57.6981
4274.png	722	55	56.8229	99	55.1505	25	55.7561
4276.png	723	54	56.2222	100	53.779	26	55.7552
4278.png	724	42	62.4688	100	53.2915	25	60.849
4280.png	725	46	60.7388	102	54.3688	24	58.3483
4282.png	726	42	57.937	123	53.072	26	62.2147
4287.png	727	45	59.9243	124	54.6679	23	65.3412
4288.png	728	42	59.4975	121	55.9868	23	62.3109
4291.png	729	46	59.6069	126	55.9348	23	59.1685
4294.png	730	45	58.6355	126	55.3746	23	64.6522
4297.png	731	42	56.8657	119	51.486	23	71.8286
4299.png	732	58	57.1117	103	51.1789	25	58.544
43.png	733	65	39.227	100	44.6359	29	60.4488
4301.png	734	56	57.5989	102	52.2608	24	55.7577
4306.png	735	54	57.1152	103	54.0932	25	52.5712
4308.png	736	55	56.9543	103	52.7771	25	55.3373
4310.png	737	55	57.0939	103	53.3767	25	54.552
4318.png	738	41	57.9911	117	55.6454	23	60.0901
4319.png	739	100	52.0261	194	45.0304	23	63.9363
4323.png	740	72	53.7061	196	44.1347	23	78.7885
4325.png	741	73	53.8	196	44.7201	23	76.6008
4326.png	742	95	52.9893	189	44.7702	23	68.0008
4329.png	743	110	52.5992	192	50.2624	22	60.0393
4331.png	744	110	54.4338	197	50.3138	22	61.5253
4333.png	745	109	55.5073	195	49.4081	22	62.998
4337.png	746	108	55.9197	197	49.6116	23	60.9844
4339.png	747	107	55.9845	197	50.4336	22	62.5276
4342.png	748	107	55.9526	198	49.8041	23	62.8352
4346.png	749	107	56.3229	197	49.3443	22	64.4533
435.png	750	60	52.9898	162	62.5658	23	74.4959
4351.png	751	108	56.6051	194	50.1996	22	63.0369
4353.png	752	107	56.2649	193	50.555	22	63.2725
4355.png	753	108	56.1353	192	50.6457	22	62.7509
4357.png	754	101	55.5091	193	47.7263	22	66.5715
4362.png	755	96	54.7735	188	48.3494	22	67.9982
4363.png	756	96	54.229	184	47.2632	22	70.5083
4367.png	757	66	53.23	191	47.0788	23	80.3647
438.png	758	63	53.052	160	62.0088	23	76.9464
4386.png	759	25	37.0784	255	7.8816	25	5.6512
4388.png	760	25	36.9963	255	7.6985	25	6.4659
4392.png	761	32	50.7013	255	7.3186	25	6.0894
4403.png	762	28	49.1889	255	8.1008	24	5.7726
4404.png	763	28	48.5764	255	8.3716	24	6.1198
4407.png	764	26	38.1283	255	7.0836	27	6.0684
4409.png	765	32	51.5376	255	7.5849	26	4.4313
4411.png	766	32	52.4412	255	8.1355	26	4.4246
4414.png	767	32	52.932	255	7.9643	25	4.4582
4416.png	768	33	53.8886	255	8.6109	25	4.8399
4419.png	769	33	54.287	255	8.3943	25	5.0616
4421.png	770	33	53.8916	255	7.9506	25	4.7293
4423.png	771	33	54.0928	255	7.7839	25	4.7839
4428.png	772	31	50.7121	255	9.0748	25	6.5531
443.png	773	66	51.9452	159	63.9542	23	70.8817
4431.png	774	31	51.4089	255	9.182	25	6.8307
4433.png	775	34	56.0123	255	6.7785	27	4.8549
4434.png	776	34	55.5088	255	6.5952	26	4.9205
4437.png	777	34	55.4691	255	6.9154	26	4.7697
4439.png	778	34	55.077	255	7.1537	26	5.716
4444.png	779	27	41.2685	255	7.5692	26	5.7304
4446.png	780	26	40.5664	255	7.7891	26	5.7588
445.png	781	63	53.029	159	61.9843	22	75.0514
4451.png	782	33	55.0217	255	7.1662	27	4.6682
4457.png	783	34	42.4663	255	5.7997	26	4.3884
4473.png	784	27	47.8548	255	9.237	23	6.675
448.png	785	63	52.292	162	61.9242	22	72.2541
453.png	786	63	51.8969	162	62.3288	21	73.2737
4548.png	787	125	32.339	27	37.2236	93	39.0742
4550.png	788	124	29.6729	28	41.3442	95	40.0773
4552.png	789	122	30.1676	30	47.168	97	39.5739
4557.png	790	111	34.3119	42	56.8575	99	37.342
4560.png	791	107	34.8527	51	57.2522	103	35.4839
4564.png	792	97	36.1577	57	56.1413	107	32.2265
4568.png	793	82	36.6883	64	55.8263	109	32.2832
4571.png	794	76	38.1949	69	60.7345	109	32.273
4575.png	795	74	38.9092	73	64.7532	111	31.9086
4576.png	796	74	39.0315	73	64.8667	111	31.5365
4579.png	797	82	49.1891	122	48.6141	44	102.8315
4582.png	798	56	61.2956	60	55.9233	42	49.4606
4584.png	799	77	62.4898	51	51.9484	48	45.2259
4587.png	800	86	61.2878	51	49.4164	49	45.1538
4590.png	801	83	60.9028	53	49.8555	42	44.4992
4593.png	802	58	62.5696	51	51.4486	44	51.6564
4597.png	803	72	61.8588	68	49.7285	36	51.9876
4599.png	804	94	62.5158	49	52.0235	50	49.783
4601.png	805	96	62.6879	47	47.3873	49	46.724
4602.png	806	70	63.9135	51	52.6103	51	51.5663
461.png	807	69	53.7876	160	61.3977	21	75.6344
47.png	808	60	40.8042	98	45.398	30	67.9133
4706.png	809	130	41.8333	33	51.5591	82	31.571
4710.png	810	119	42.3671	37	55.8742	82	31.1104
4725.png	811	82	46.4296	70	57.6725	69	67.2384
4732.png	812	105	43.4197	51	40.256	58	51.8933
4741.png	813	91	52.4814	70	48.9899	34	54.3436
4743.png	814	101	53.82	69	57.6804	42	55.5806
4745.png	815	83	51.2886	75	58.3898	40	62.1064
4749.png	816	31	37.0483	192	74.0623	144	63.2396
4753.png	817	81	50.9006	80	59.7579	38	68.8141
4758.png	818	141	29.4981	197	45.8342	129	41.5878
4762.png	819	75	48.2207	88	65.4552	49	67.6203
4767.png	820	77	54.7845	79	57.4552	41	60.2826
4771.png	821	88	50.7235	69	49.9052	34	49.013
4775.png	822	19	27.8883	225	60.3962	152	68.2741
4851.png	823	10	15.2226	142	65.4587	24	105.1773
4853.png	824	27	43.2927	153	59.3237	148	73.9416
4857.png	825	59	58.5011	138	60.1449	130	75.7577
4859.png	826	34	53.9632	166	58.3609	130	80.794
4861.png	827	28	36.5718	181	51.6982	24	82.273
4864.png	828	22	36.6773	191	45.9388	21	79.4092
4869.png	829	16	35.2588	185	41.5231	18	101.0601
4872.png	830	24	42.1474	187	39.5207	18	94.2276
4874.png	831	24	41.4237	187	39.9088	18	93.5476
4876.png	832	22	40.0113	189	42.9631	18	89.4899
4879.png	833	46	39.8177	215	46.3203	16	21.9792
4881.png	834	46	39.6423	216	45.7468	16	23.8084
4884.png	835	45	38.5546	220	47.4104	16	27.2598
4886.png	836	37	47.6605	192	38.8712	17	86.9696
4890.png	837	40	46.6168	195	38.6703	17	81.93
4892.png	838	38	47.0099	193	39.6678	16	79.9362
4894.png	839	30	44.9956	204	56.3514	18	78.426
4896.png	840	35	42.716	201	56.3825	19	77.5708
4898.png	841	24	43.0259	204	59.9338	19	82.0813
49.png	842	70	39.3086	98	42.7029	29	58.4955
4900.png	843	23	44.1168	204	34.7952	19	90.5764
4902.png	844	26	44.0035	204	34.4607	19	88.2943
4908.png	845	52	30.3074	191	43.03	23	37.681
4910.png	846	52	30.1434	192	42.5215	24	36.4526
4916.png	847	52	30.231	192	42.7312	24	36.6886
4924.png	848	46	36.4374	218	41.0545	17	20.3506
4935.png	849	32	37.7327	201	47.1867	18	75.4624
4942.png	850	32	40.9934	195	54.2158	18	79.2095
4944.png	851	35	44.9762	192	55.1683	18	79.8329
4946.png	852	38	33.4409	204	36.8588	18	63.4133
4949.png	853	17	42.3541	200	42.912	18	73.8854
4953.png	854	25	44.1092	199	41.7189	17	68.1422
4963.png	855	19	41.9432	201	43.5238	19	45.0903
4966.png	856	19	41.486	204	40.0354	19	49.9581
4969.png	857	47	34.9117	223	52.6778	16	26.6227
4970.png	858	42	35.4941	229	58.1458	16	39.2498
4972.png	859	46	39.4382	234	47.5309	16	29.052
4976.png	860	46	40.1376	232	42.3867	16	25.831
4979.png	861	33	45.1663	195	37.3718	18	86.8675
4982.png	862	34	42.4708	198	37.5304	18	87.0063
4984.png	863	32	42.6123	197	38.0881	18	87.8577
4986.png	864	33	43.2472	196	37.7408	18	87.4415
4988.png	865	34	43.0403	197	37.8372	18	85.555
4989.png	866	34	43.1044	198	37.6343	18	84.01
4998.png	867	31	40.8868	199	42.3035	19	83.6568
5001.png	868	37	35.9988	199	49.5399	18	74.3153
5003.png	869	37	37.2438	197	55.5128	18	75.8638
5017.png	870	47	36.69	212	37.4763	16	17.0958
5076.png	871	108	40.5682	93	34.7101	148	63.1986
5082.png	872	171	50.9741	62	31.4954	27	40.4761
5084.png	873	172	52.6471	66	32.3852	27	46.0818
5086.png	874	131	47.9473	49	40.5659	31	38.5899
5088.png	875	110	50.3343	63	44.3926	29	41.2291
5091.png	876	60	27.3448	102	44.8748	18	47.5093
5093.png	877	62	30.7789	102	51.1792	18	54.4835
5096.png	878	68	30.1509	91	40.9935	16	40.8034
5098.png	879	68	26.1274	108	45.6505	17	33.3038
51.png	880	70	37.818	98	39.8606	29	50.718
5100.png	881	67	28.2718	102	41.3875	17	51.3614
5103.png	882	65	28.0291	90	44.4424	17	47.2611
5104.png	883	67	34.3235	81	44.5507	17	45.8525
5107.png	884	62	29.8123	85	45.4522	17	51.2063
5110.png	885	69	30.3954	102	50.9639	17	32.9478
5113.png	886	62	27.3734	90	43.6254	16	54.3122
5115.png	887	60	28.5352	86	46.0475	16	57.6062
5119.png	888	81	37.8793	39	42.6555	31	46.4498
5121.png	889	81	37.2298	32	40.9006	55	48.8729
5124.png	890	60	27.905	87	43.7201	16	58.1273
5129.png	891	61	28.317	93	47.6476	17	45.4902
5130.png	892	66	19.3977	118	43.2377	18	19.9776
5133.png	893	61	28.4547	95	47.9926	17	46.3614
5135.png	894	58	28.9751	92	50.0325	18	45.5505
5140.png	895	67	27.4303	99	42.6903	17	30.435
5142.png	896	67	34.2371	94	48.8158	18	32.8762
5143.png	897	63	28.4688	99	49.1059	18	39.774
5146.png	898	69	34.1216	108	62.6424	20	46.9175
5148.png	899	40	44.7477	127	61.5943	30	58.2802
5151.png	900	160	65.7046	69	35.9707	26	34.2404
5153.png	901	157	73.569	73	39.2547	27	51.8828
5156.png	902	183	77.9909	97	40.0679	27	23.6008
5159.png	903	91	77.6259	85	38.8659	26	57.0173
5163.png	904	107	80.9728	85	37.5832	26	66.0775
5167.png	905	150	80.6938	97	36.1068	25	38.4417
5170.png	906	132	78.4468	72	37.2163	28	61.4701
5172.png	907	160	76.0696	69	34.0898	28	57.3384
5177.png	908	66	81.2297	99	39.0018	23	45.6154
5180.png	909	181	74.6151	71	36.3179	28	51.564
5181.png	910	151	76.9417	70	34.559	27	61.9153
5183.png	911	151	76.8429	69	33.5899	27	60.9541
5185.png	912	105	82.7331	76	33.2781	27	77.7422
5187.png	913	160	74.413	63	30.9321	27	63.3804
5190.png	914	155	79.9321	80	33.4509	27	70.1143
5191.png	915	70	85.3103	76	30.2179	30	78.3387
5193.png	916	38	74.9777	70	35.187	31	75.4008
5196.png	917	72	42.6066	102	51.3235	20	48.3795
5198.png	918	67	31.4739	102	50.6875	17	55.3284
5201.png	919	62	28.4883	90	46.2083	16	45.8577
5209.png	920	65	24.1706	90	37.0564	19	41.8049
5215.png	921	88	41.4486	62	44.3971	27	50.1738
5216.png	922	74	39.7366	64	53.484	27	52.7402
5219.png	923	74	42.0353	54	44.4795	31	46.7247
5221.png	924	95	35.6892	42	43.7536	27	37.4522
5228.png	925	93	39.5829	95	55.3554	29	46.3527
5230.png	926	88	39.3936	94	48.8954	28	44.5702
5284.png	927	27	41.0065	230	14.2702	187	19.7169
53.png	928	70	38.2215	99	40.3405	29	49.8199
5302.png	929	38	40.4788	229	15.4394	179	17.5529
532.png	930	73	61.6728	173	65.9441	9	66.1987
535.png	931	178	71.7928	70	44.6486	18	80.2866
538.png	932	186	71.1578	67	43.906	19	81.0678
5393.png	933	18	37.9916	115	94.2425	170	78.3182
5395.png	934	12	38.2897	170	96.8777	173	69.106
5398.png	935	98	41.1614	131	65.8285	12	119.1574
540.png	936	192	70.7024	65	44.5444	19	79.9231
5400.png	937	98	40.7432	132	66.2228	11	119.9924
5402.png	938	100	40.1053	134	65.2271	11	119.4153
5404.png	939	100	39.9983	135	65.1198	11	119.7231
5408.png	940	100	39.6607	136	65.3562	11	120.2945
5411.png	941	102	38.7283	146	65.0674	11	121.0098
5414.png	942	100	39.0898	144	65.6077	11	120.9914
5418.png	943	101	39.1085	145	65.7849	11	121.0986
542.png	944	187	71.3199	66	46.6188	18	75.7381
5420.png	945	101	39.6124	142	65.5852	11	120.9558
5423.png	946	101	39.2437	146	66.0007	11	120.8708
5427.png	947	101	39.8526	136	65.7108	11	120.3429
5434.png	948	102	40.0842	153	65.576	12	120.9883
5437.png	949	103	39.6556	149	66.3274	12	120.9491
5439.png	950	103	39.4782	160	66.0356	12	121.1555
5447.png	951	104	38.4863	154	65.6091	11	121.2475
545.png	952	185	71.5332	64	44.2185	18	76.7937
5450.png	953	104	38.9146	148	66.2497	12	121.431
5452.png	954	105	38.7882	147	66.1187	12	121.6296
5456.png	955	107	38.6128	154	66.0374	12	121.6625
5458.png	956	104	38.6333	155	65.6198	11	120.3541
5461.png	957	19	51.7509	91	93.7117	170	76.0928
5463.png	958	15	40.1591	142	97.5395	170	69.5415
5465.png	959	25	46.2129	117	89.769	165	79.1662
5470.png	960	80	45.8972	87	58.2797	45	53.1833
5472.png	961	93	47.4144	79	58.6634	35	49.0042
548.png	962	186	72.4176	64	45.4807	19	77.6719
5484.png	963	102	36.9589	117	66.4883	50	42.1509
5489.png	964	76	24.969	47	40.3023	119	60.005
5492.png	965	76	27.0029	46	42.6543	117	62.3129
5495.png	966	75	29.0951	45	44.4269	114	64.9006
5498.png	967	74	30.92	47	44.1856	117	71.0012
55.png	968	70	38.5517	99	40.4319	29	51.9229
5501.png	969	72	30.7111	48	47.6881	115	71.7884
5504.png	970	70	29.7213	49	49.2432	110	72.2408
551.png	971	179	76.5359	66	47.1972	20	81.5865
5517.png	972	73	38.5958	98	67.9222	26	53.6129
5519.png	973	74	34.5962	100	73.5852	27	49.414
5525.png	974	5	48.5067	255	82.0083	159	72.276
5527.png	975	8	51.0738	255	82.1836	152	72.2621
5529.png	976	9	53.9801	255	85.4942	152	71.6307
5535.png	977	13	66.879	155	89.4832	135	73.0654
554.png	978	190	75.0233	63	45.175	19	73.2789
5541.png	979	6	44.8602	255	81.421	159	76.8751
5544.png	980	30	50.8288	111	92.6244	140	41.7604
5547.png	981	12	50.2856	191	88.6779	170	53.7485
5554.png	982	30	67.8214	151	87.4406	133	75.0034
5557.png	983	33	51.547	158	85.9095	51	71.0182
5558.png	984	33	50.8576	176	82.2415	42	73.3375
556.png	985	189	72.5774	63	43.6973	19	80.6002
5560.png	986	51	48.5725	151	85.9514	22	65.5222
5562.png	987	45	47.4735	161	86.0691	25	67.5181
5564.png	988	16	44.8169	156	81.8922	127	73.6323
5566.png	989	16	65.1393	198	85.7384	151	58.9186
5568.png	990	11	61.8108	198	82.9969	151	63.2357
5576.png	991	13	42.0836	153	74.205	136	76.4191
5579.png	992	33	49.1072	165	75.7063	31	73.0091
5583.png	993	12	53.866	151	70.3953	127	75.2519
5592.png	994	52	58.7384	123	84.6642	51	77.1569
5594.png	995	46	58.7442	144	86.8284	45	72.0644
56.png	996	72	39.2394	99	41.7149	28	49.8007
5603.png	997	81	75.4726	100	63.4682	24	59.209
5604.png	998	87	76.4534	96	63.8581	25	60.6806
5713.png	999	62	45.6899	129	69.932	29	58.9164
5716.png	1000	58	44.9199	131	70.4883	30	60.8785
5719.png	1001	54	43.1279	127	70.408	32	60.3033
5722.png	1002	59	44.3799	130	69.7437	30	60.3799
5726.png	1003	61	45.0377	130	69.3725	30	60.7972
5729.png	1004	28	28.2575	134	72.4958	49	72.9663
5732.png	1005	34	36.8182	120	60.7585	32	75.177
